Date,Open DM,High DM,Low DM,Close DM,Adj CloseDM,Volume DM,Open AI,High AI,Low AI,Close AI,Adj Close AI,Volume AI,,,,
08-06-2022,3765,3771,3700,3739.399902,3739.399902,250665,682.5,687.799988,660.450012,663.299988,663.299988,13904149,,,,
09-06-2022,3729.899902,3850,3686.399902,3830.350098,3830.350098,445083,660,679.400024,655.099976,676.349976,676.349976,6774925,,,,
10-06-2022,3790,3838,3735.100098,3755.649902,3755.649902,235985,668,676.450012,668,673.349976,673.349976,3221484,,,,
13-06-2022,3700,3743.600098,3644.399902,3661.600098,3661.600098,252912,660.099976,673.349976,658,671.299988,671.299988,5982102,,,,
14-06-2022,3628,3712.699951,3552.25,3648.300049,3648.300049,424143,669.099976,689.400024,669.099976,682.049988,682.049988,8878530,,,,
15-06-2022,3669.899902,3743.949951,3645.350098,3662.899902,3662.899902,274604,681.950012,685,673.5,682.099976,682.099976,6005970,,,,
16-06-2022,3736,3737.899902,3562,3682.600098,3682.600098,408563,683.099976,683.900024,650,654.200012,654.200012,9525587,,,,
17-06-2022,3670,3673.850098,3413.699951,3460.550049,3460.550049,1104855,656,661.75,638,643.650024,643.650024,11085830,,,,
20-06-2022,3493.449951,3536.699951,3460.550049,3479.100098,3479.100098,222230,644.950012,647.450012,634.200012,640.900024,640.900024,3883001,,,,
21-06-2022,3520,3545,3450,3519.550049,3519.550049,340688,642.099976,658.150024,640.5,654.299988,654.299988,3515991,,,,
22-06-2022,3524.449951,3524.449951,3466.050049,3486.350098,3486.350098,197297,648.599976,650.349976,641.450012,642.849976,642.849976,4348884,,,,
23-06-2022,3487.75,3502.649902,3401,3440.449951,3440.449951,355857,648.150024,664.599976,647.75,660.200012,660.200012,4336533,,,,
24-06-2022,3489.949951,3489.949951,3390.100098,3412,3412,454591,662.099976,675.700012,662.099976,671.200012,671.200012,5621332,,,,
27-06-2022,3460,3460,3400,3408.600098,3408.600098,276838,675,687,671.200012,683.950012,683.950012,5284297,,,,
28-06-2022,3407.550049,3497,3374,3479.949951,3479.949951,440886,683,684.900024,676.299988,681.150024,681.150024,3216376,,,,
29-06-2022,3450.449951,3527,3425,3445.25,3445.25,405633,677,689.099976,675,687.799988,687.799988,5011798,,,,
30-06-2022,3445.199951,3469,3370,3406.100098,3406.100098,384404,689.799988,691.599976,679,684.950012,684.950012,6505666,,,,
01-07-2022,3394.449951,3406.649902,3331.100098,3388.75,3388.75,311228,684.849976,685.799988,666,673.450012,673.450012,4488771,,,,
04-07-2022,3530,3555,3460,3495.5,3495.5,766616,670.5,685.5,666.049988,681.900024,681.900024,4229588,,,,
05-07-2022,3506,3657.649902,3506,3639.050049,3639.050049,859254,683.299988,689.299988,680.049988,684.450012,684.450012,3494504,,,,
06-07-2022,3650,3830,3650,3792,3792,751853,684.5,694.950012,684.200012,693.950012,693.950012,4697006,,,,
07-07-2022,3870,3935.600098,3830,3850.949951,3850.949951,463192,692,696.5,685.450012,686.799988,686.799988,3485283,,,,
08-07-2022,3868.399902,3974,3851.100098,3941.699951,3941.699951,568785,688,696.599976,686.650024,695.150024,695.150024,2732170,,,,
11-07-2022,4000,4087.850098,3892,3986.850098,3986.850098,2331905,675,681,658.950012,660.549988,660.549988,18687521,,,,
12-07-2022,3986.5,3986.850098,3855,3878.399902,3878.399902,569128,663.25,666.900024,660,663,663,7416645,,,,
13-07-2022,3900,3944,3870,3883.350098,3883.350098,423704,670,670,641,643.5,643.5,12030163,,,,
14-07-2022,3913.899902,3944,3884,3924.850098,3924.850098,372526,650,652.200012,628.75,641.650024,641.650024,11379990,,,,
15-07-2022,3925,3939.899902,3888,3926.800049,3926.800049,194371,648.950012,657.5,643.25,651.799988,651.799988,5567877,,,,
18-07-2022,3951,3968,3920,3945.75,3945.75,287481,657,670,649.150024,663.049988,663.049988,8982417,,,,Open DM
19-07-2022,3911,3942,3911,3931.300049,3931.300049,169004,675,677,663.099976,672.900024,672.900024,7836419,,,,Open AI
20-07-2022,3960,3965,3902,3915.449951,3915.449951,251615,680,680,668.200012,670.650024,670.650024,4458819,,,,Close DM
21-07-2022,3930,4059,3920.050049,4035.350098,4035.350098,587934,671.5,679.950012,671.200012,678.349976,678.349976,3550107,,,,Close AI
22-07-2022,4070,4077.899902,3950,3963.399902,3963.399902,457904,679.700012,681.900024,675.200012,678.849976,678.849976,2415220,,,,High DM
,,,,,,,,,,,,,,,,Low AI
,,,,,,,,,,,,,,,,Volume DM
,,,,,,,,,,,,,,,,Volume AI
